id,queued_time,wait_time,runtime,node_requested,node_used,walltime
8801,4333540,35,3852,2,2,6000
8802,4333709,5199,7098,400,400,14400
8803,4334133,33,3519,8,8,7200
8804,4334874,42,3391,1,1,43200
8805,4335849,31,4168,1,1,43200
8806,4336264,29,3537,1,1,172800
8807,4336292,19,4405,16,16,10800
8808,4337163,19,4161,1,1,172800
8809,4337195,61,4109,1,1,1320
8810,4337394,38,3912,8,8,7200
8811,4337537,39,649,1,1,5100
8812,4337632,24,3463,1,1,43200
8813,4338260,14,3424,8,8,7200
8814,4339974,38,4114,8,8,7200
8815,4340686,33,8191,2,2,300
8816,4341064,22,4362,1,1,39600
8817,4341270,35,3826,1,1,43200
8818,4341274,95,4313,8,8,7200
8819,4341283,109,4329,8,8,7200
8820,4341308,120,21691,1,1,18000
8821,4341644,23,3363,8,8,7200
8822,4341975,518,3896,256,256,5400
8823,4343567,189,812,8,8,1800
8824,4343568,967,754,8,8,1800
8825,4343569,1022,620,7,7,1800
8826,4343569,1051,329,8,8,1800
8827,4343570,1070,1042,1,1,39600
8828,4343571,1088,1933,1,1,39600
8829,4343572,44,813,16,16,1800
8830,4343573,62,735,16,16,1800
8831,4343574,81,654,6,6,900
8832,4343575,582,411,1,1,43200
8833,4343575,765,1146,7,7,1800
8834,4343576,823,1887,1,1,1320
8835,4343588,88,812,32,32,1800
8836,4343589,106,734,2,2,1800
8837,4343590,125,814,1,1,43200
8838,4343591,145,450,1,1,32400
8839,4343592,625,1624,32,32,1800
8840,4343593,901,1895,1,1,39600
8841,4344087,592,4316,1,1,600
8842,4344974,25,3751,2,2,7200
8843,4345095,39,4018,1,1,21600
8844,4345388,27,3597,8,8,7200
8845,4345609,37,4204,1,1,7200
8846,4345644,48,4197,8,8,1800
8847,4346249,62,7014,400,400,14400
8848,4347522,2193,470,64,64,1800
8849,4347523,2296,1325,64,64,1800
8850,4347523,2336,1406,1,1,39600
8851,4347524,2413,1207,64,64,1800
8852,4347525,25,738,64,64,1800
8853,4347526,2590,1871,64,64,1800
8854,4347526,2727,1890,1,1,1800
8855,4347527,42,1443,96,96,1800
8856,4347528,1409,1289,96,96,1800
8857,4347529,1430,1130,1,1,172800
8858,4347530,1465,1250,96,96,1800
8859,4347530,1511,848,96,96,1800
8860,4347531,1530,1907,96,96,1800
8861,4347542,1990,1928,96,96,1800
8862,4347543,773,1453,11,11,300
8863,4347544,952,2260,1,1,39600
8864,4347544,993,1151,128,128,1800
8865,4347545,1029,1237,1,1,39600
8866,4347546,1093,866,128,128,1800
8867,4348671,41,3800,1,1,172800
8868,4348952,129,4459,8,8,7200
8869,4348972,129,3835,8,8,7200
8870,4349014,943,14490,400,400,14400
8871,4349099,22,3914,1,1,43200
8872,4349775,141,4500,8,8,7200
8873,4349812,163,5215,8,8,7200
8874,4350303,28,1091,128,128,3600
8875,4351624,276,1036,1,1,1200
8876,4352459,22,3429,8,8,7200
8877,4352885,21,3414,8,8,7200
8878,4352982,22,3809,8,8,7200
8879,4353487,21,4086,1,1,50400
8880,4353504,39,8868,400,400,14400
8881,4353894,434,1035,128,128,3600
8882,4354360,26,4141,1,1,900
8883,4355141,20,4061,8,8,7200
8884,4355853,26,4268,8,8,7200
8885,4356251,35,3405,8,8,7200
8886,4356775,40,3898,8,8,7200
8887,4357541,21,4083,2,2,54000
8888,4358167,4075,43296,1,1,43200
8889,4358477,19,4150,8,8,7200
8890,4358852,21,4008,32,32,3600
8891,4359067,553,3984,1,1,21600
8892,4359170,20,4125,8,8,7200
8893,4359642,18,3341,1,1,900
8894,4360109,42,3472,1,1,39600
8895,4360657,22,3806,8,8,7200
8896,4361593,22,4121,1,1,180
8897,4362043,64,7478,128,128,14400
8898,4362596,31,4288,1,1,39600
8899,4362614,41,6989,400,400,14400
8900,4362948,20,3340,8,8,7200
8901,4363161,45,21690,1,1,14400
8902,4363266,53,4061,1,1,3000
8903,4363552,22,3399,8,8,7200
8904,4364416,35,3828,8,8,7200
8905,4364529,3700,207,1024,1024,1800
8906,4364682,1655,7115,1,1,21600
8907,4365686,16,4140,1,1,10800
8908,4366254,22,3309,4,4,1800
8909,4366868,52,4128,8,8,7200
8910,4366916,27,3443,1,1,39600
8911,4367342,43,4211,1,1,1320
8912,4368233,16,3732,8,8,7200
8913,4368730,45,128,1,1,1320
8914,4369026,21,2549,1,1,900
8915,4369061,24,128,1,1,32400
8916,4369371,27,2639,8,8,7200
8917,4369533,20,3309,1,1,39600
8918,4369791,17,4128,1,1,5400
8919,4369882,26,6855,1,1,10800
8920,4370334,21,3367,1,1,7320
8921,4370581,29,2549,32,32,7200
8922,4370739,63,110,128,128,7200
8923,4370933,26,126,32,32,10800
8924,4371015,40,4221,1,1,43200
8925,4371038,73,91,128,128,7200
8926,4371538,77,191,2,2,86400
8927,4371547,18,4120,1,1,10800
8928,4371935,51,3836,8,8,7200
8929,4372038,27,49,384,384,43200
8930,4372176,25,168,1,1,43200
8931,4372705,47,1106,1,1,21600
8932,4372715,95,43278,1,1,43200
8933,4372726,44,1088,1,1,900
8934,4372736,54,1108,1,1,43200
8935,4372823,52,3378,1,1,1320
8936,4373664,78,7013,400,400,14400
8937,4373664,26,3344,27,27,7140
8938,4373899,59,4102,8,8,7200
8939,4374271,19,10879,2,2,86400
8940,4375222,21,4221,1,1,39600
8941,4375651,38,4091,8,8,7200
8942,4375768,23,3809,2,2,129600
8943,4376176,41,3304,1,1,39600
8944,4376977,26,6884,400,400,14400
8945,4376991,45,3487,2,2,54000
8946,4378004,27,4047,8,8,7200
8947,4378881,24,3677,256,256,5400
8948,4379253,27,1068,1,1,32400
8949,4379379,18,1067,16,16,7200
8950,4379419,13,4259,1,1,1800
8951,4379471,21,3380,1,1,1800
8952,4379483,44,1075,1,1,39600
8953,4379546,23,3849,8,8,7200
8954,4379582,47,1049,1,1,39600
8955,4379704,26,1045,1,1,43200
8956,4379723,27,4118,8,8,7200
8957,4379819,26,1048,16,16,7200
8958,4379936,28,1045,16,16,7200
8959,4380468,24,3415,8,8,7200
8960,4380894,25,7272,400,400,14400
8961,4381264,25,5705,1,1,7200
8962,4381303,26,5683,1,1,39600
8963,4381341,25,5529,16,16,10800
8964,4381379,28,4323,1,1,39600
8965,4381418,28,4401,16,16,10800
8966,4381445,18,4402,16,16,10800
8967,4381463,20,3686,1,1,43200
8968,4382041,59,7295,8,8,7200
8969,4382815,62,3281,1,1,14400
8970,4383356,26,3846,1,1,39600
8971,4383640,20,4255,8,8,7200
8972,4383712,27,1059,1,1,86340
8973,4383759,18,169,1,1,57600
8974,4383820,17,4040,8,8,7200
8975,4383838,30,1066,16,16,7200
8976,4383849,65,3395,8,8,7200
8977,4383988,25,6761,400,400,14400
8978,4384604,44,2720,256,256,5400
8979,4384955,44,21672,1,1,24000
8980,4385829,80,9667,64,64,10800
8981,4386101,63,3308,1,1,900
8982,4387179,19,3752,1,1,18000
8983,4387258,19,3339,8,8,7200
8984,4387825,22,4064,1,1,86400
8985,4387863,56,4150,8,8,7200
8986,4388236,20,8842,200,200,21600
8987,4388328,28,6943,400,400,14400
8988,4389396,42,3255,8,8,7200
8989,4390568,19,3375,8,8,7200
8990,4390893,26,3774,8,8,7200
8991,4391010,26,6898,4,4,1800
8992,4391855,59,4036,8,8,7200
8993,4392017,21,4184,8,8,7200
8994,4392360,27,21678,200,200,21600
8995,4392648,13,3154,8,8,7200
8996,4393906,27,3300,1,1,1800
8997,4394639,20,3868,1,1,5400
8998,4395030,25,1322,1,1,600
8999,4395503,20,6825,1,1,7200
9000,4395584,20,10871,1,1,300
9001,4395602,22,2603,1,1,1800
9002,4395782,38,3276,8,8,7200
9003,4395899,21,4166,8,8,7200
9004,4395988,27,1044,16,16,7200
9005,4396168,80,1044,1,1,172800
9006,4396168,23,4187,8,8,7200
9007,4396249,19,1062,2,2,7200
9008,4396339,43,1065,2,2,5400
9009,4396457,28,1060,16,16,7200
9010,4397178,25,3385,1,1,3600
9011,4398195,36,7249,400,400,14400
9012,4398330,25,2581,1,1,39600
9013,4398464,29,3855,8,8,7200
9014,4399041,25,3342,1,1,21600
9015,4400054,37,4064,1,1,1800
9016,4400326,23,4238,8,8,7200
9017,4400545,13,3387,8,8,7200
9018,4401055,25,5591,1,1,43200
9019,4401115,24,6118,16,16,10800
9020,4401171,27,6475,16,16,10800
9021,4401249,28,4539,16,16,10800
9022,4401346,60,7186,16,16,10800
9023,4401409,38,3548,1,1,39600
9024,4401600,28,1031,1,1,7200
9025,4402271,42,3720,8,8,7200
9026,4402357,21,3319,8,8,7200
9027,4402543,28,22870,512,512,43200
9028,4402629,2879,7359,400,400,14400
9029,4403889,28,3382,1,1,13800
9030,4404105,20,4180,8,8,7200
9031,4404524,28,4233,8,8,7200
9032,4404607,23,3578,1,1,1800
9033,4404781,761,3496,256,256,5400
9034,4405208,42,1969,23,23,1860
9035,4405645,19,3337,8,8,7200
9036,4405995,40,3813,8,8,7200
9037,4406692,27,21706,128,128,21600
9038,4407225,53,3390,8,8,7200
9039,4407318,43,7017,1,1,21600
9040,4407541,58,14472,1,1,36120
9041,4408234,37,4049,8,8,7200
9042,4408464,59,14482,22,22,14400
9043,4408740,16,4191,8,8,7200
9044,4408941,27,3219,8,8,7200
9045,4409795,23,3779,8,8,7200
9046,4410614,60,3332,1,1,21600
9047,4412134,22,3154,1,1,39600
9048,4412273,17,4082,1,1,3600
9049,4412889,26,4194,8,8,7200
9050,4413027,655,6879,400,400,14400
9051,4413546,19,3813,8,8,7200
9052,4413954,56,3310,2,2,7200
9053,4415272,41,3221,1,1,10800
9054,4415349,41,6994,1,1,39600
9055,4416319,76,4011,8,8,7200
9056,4417029,42,4266,8,8,7200
9057,4417260,28,3312,1,1,10800
9058,4417303,80,3741,1,1,1800
9059,4418476,26,3300,1,1,21600
9060,4419100,27,3474,1,1,43200
9061,4420352,24,4100,8,8,7200
9062,4420528,37,3291,1,1,144000
9063,4420738,25,7113,11,11,7200
9064,4421080,13,3717,1,1,39600
9065,4421281,27,4193,8,8,7200
9066,4421731,35,3239,8,8,7200
9067,4422076,23,637,40,40,1800
9068,4422592,38,14470,43,43,480
9069,4423066,25,1876,1,1,172800
9070,4423808,17,3249,1,1,43200
9071,4424149,28,89,1,1,21600
9072,4424424,23,3978,8,8,7200
9073,4424762,17,3762,1,1,21600
9074,4424958,53,3177,8,8,7200
9075,4425246,27,3680,11,11,1800
9076,4425449,21,4214,1,1,43200
9077,4426250,19,709,80,80,3600
9078,4426339,88511,34363,1,1,108000
9079,4426500,88368,43285,1,1,1200
9080,4426923,24,10878,1,1,14400
9081,4427017,26,3351,1,1,43200
9082,4427113,62,3773,1024,1024,2700
9083,4427426,27,3671,1,1,28800
9084,4428019,22,7182,1,1,39600
9085,4428154,61,3121,8,8,7200
9086,4428218,17,267,1,1,39600
9087,4428228,30,204,16,16,3600
9088,4428229,48,205,32,32,3600
9089,4428365,28,3940,1,1,63000
9090,4428446,62,21690,1,1,86400
9091,4428483,78,3734,1,1,39600
9092,4429632,22,4185,8,8,7200
9093,4429789,79,267,8,8,3600
9094,4429791,58,188,16,16,3600
9095,4429793,33,171,32,32,3600
9096,4430316,46,3319,8,8,7200
9097,4431151,19,733,20,20,3600
9098,4431283,24,3121,8,8,7200
9099,4432132,15,2395,2,2,43200
9100,4432243,22,3721,8,8,7200
9101,4432277,82,3960,1,1,600
9102,4433629,56,3241,8,8,7200
9103,4433790,18,4212,8,8,7200
9104,4434299,19,1374,77,77,14400
9105,4434313,25,1392,1,1,43200
9106,4434333,63,2472,81,81,14400
9107,4434341,30,2319,81,81,14400
9108,4434352,80,2494,77,77,14400
9109,4434371,82,2493,1,1,39600
9110,4434380,91,4224,8,8,7200
9111,4434513,29,1131,1,1,900
9112,4435400,25,7071,400,400,14400
9113,4435931,23,3763,8,8,7200
9114,4436164,27,833,80,80,3600
9115,4436282,41,3914,8,8,7200
9116,4436869,25,3264,1,1,72000
9117,4437394,27,7002,1,1,39600
9118,4437965,26,4121,8,8,7200
9119,4438644,22,3176,1,1,39600
9120,4439664,22,3686,1,1,129600
9121,4439911,26,3688,1,1,10800
9122,4440106,58,3208,8,8,7200
9123,4440185,22,3941,1,1,1800
9124,4441806,40,3124,1,1,14400
9125,4442065,16,4170,8,8,7200
9126,4442231,24,21101,1,1,39600
9127,4442838,18,7147,400,400,14400
9128,4443315,103,3243,1,1,900
9129,4443321,134,3730,8,8,7200
9130,4443939,24,30,1,1,39600
9131,4444013,27,9508,1,1,21600
9132,4444014,70908,10467,1,1,1800
9133,4444015,81382,9478,1,1,39600
9134,4444016,90866,9787,1,1,1320
9135,4444017,100660,9530,2,2,86400
9136,4444018,110245,9704,1,1,900
9137,4444019,119988,10944,1,1,259200
9138,4444020,130990,12551,1,1,21600
9139,4444021,143598,10973,128,128,21600
9140,4444022,154610,14426,128,128,21600
9141,4444051,27,13854,128,128,21600
9142,4444052,70889,15842,128,128,21600
9143,4444053,86736,15219,1,1,39600
9144,4444054,101962,14494,128,128,21600
9145,4444055,116482,16378,1,1,39600
9146,4444056,141647,17266,1,1,43200
9147,4444057,160920,18031,128,128,21600
9148,4444058,178976,14861,128,128,21600
9149,4444059,193862,16592,128,128,21600
9150,4444061,210478,15902,128,128,21600
9151,4444090,26,3984,1,1,21600
9152,4444914,38,3188,8,8,7200
9153,4444971,45,7755,400,400,14400
9154,4446218,38,4157,8,8,7200
9155,4446616,13,3333,8,8,7200
9156,4447132,23,3766,1,1,72000
9157,4448052,54,4041,1,1,43200
9158,4448066,80,3218,1,1,21600
9159,4448219,27,14473,128,128,14400
9160,4448229,36,7289,1,1,39600
9161,4448746,24,1135,1,1,1320
9162,4448841,27,1136,8,8,7200
9163,4449915,16,3307,8,8,7200
9164,4450180,46,7047,1,1,172800
9165,4450220,64666,21681,128,128,21600
9166,4450356,27,4240,8,8,7200
9167,4450864,27,3770,8,8,7200
9168,4450942,26,1898,8,8,1800
9169,4450999,45,2076,1,1,43200
9170,4451321,13,3171,1,1,3600
9171,4452090,25,4036,1,1,21600
9172,4452985,61775,7363,1,1,1740
9173,4453185,22,3232,1,1,86400
9174,4454467,40,3212,1,1,21600
9175,4454584,41,4214,1,1,21600
9176,4454603,60,3774,1,1,39600
9177,4455031,24,1947,1,1,43200
9178,4456094,27,3953,3,3,1800
9179,4456382,25,3223,1,1,1800
9180,4457667,20,3122,2,2,18000
9181,4458380,25,3675,8,8,7200
9182,4458770,19,7295,1,1,7200
9183,4458787,22,4143,22,22,1800
9184,4458859,25,7275,8,8,7200
9185,4458902,21,7294,1,1,39600
9186,4458920,22,204,1,1,43200
9187,4459574,55205,3299,1,1,172800
9188,4460015,54782,3930,1,1,21600
9189,4460756,54057,3228,1,1,144000
9190,4462045,52787,3805,1,1,171000
9191,4462895,52009,4301,1,1,1800
9192,4463764,25,697,1,1,7200
9193,4464490,23,1300,1,1,10800
9194,4517999,13,3179,1,1,39600
9195,4518031,49,3401,1,1,39600
9196,4518582,25,3807,8,8,7200
9197,4518682,16,4054,1,1,28800
9198,4519160,18,4198,8,8,7200
9199,4521145,17,3202,1,1,10800
9200,4521434,17,3279,8,8,7200
9201,4522366,20,3741,1,1,14400
9202,4522699,23,3942,1,1,54600
9203,4523329,14,4141,1,1,43200
9204,4524313,23,3167,3,3,3600
9205,4524700,31,3220,8,8,7200
9206,4526080,18,3697,1,1,86340
9207,4526615,19,3897,1,1,43200
9208,4527438,18,4098,1,1,43200
9209,4527450,35,3208,1,1,39600
9210,4527900,22,3221,1,1,21600
9211,4529743,25,3644,2,2,14400
9212,4530483,17,3921,8,8,7200
9213,4530639,24,3060,1,1,21600
9214,4531096,18,3165,1,1,43200
9215,4531508,18,4127,8,8,7200
9216,4533366,17,3670,1,1,900
9217,4533681,13,3074,8,8,7200
9218,4534234,16,3182,1,1,39600
9219,4534374,17,3922,1,1,10800
9220,4535619,44,4108,8,8,7200
9221,4536721,18,3067,8,8,7200
9222,4537004,19,3682,8,8,7200
9223,4537384,17,3142,8,8,7200
9224,4538256,28,3904,8,8,7200
9225,4539723,18,4128,8,8,7200
9226,4539760,18,3056,8,8,7200
9227,4540491,23,3212,8,8,7200
9228,4540656,19,3653,1,1,10800
9229,4542136,23,3922,8,8,7200
9230,4542787,19,3058,1,1,43200
9231,4543670,27,3148,8,8,7200
9232,4543816,24,4098,1,1,9000
9233,4544288,11,3657,8,8,7200
9234,4545817,17,3020,1,1,14400
9235,4546027,26,3850,8,8,7200
9236,4546802,14,3216,8,8,7200
9237,4547894,15,4049,1,1,600
9238,4547905,33,3664,1,1,600
9239,4548803,34,3014,1,1,10800
9240,4549857,16,3842,8,8,7200
9241,4549989,12,3130,8,8,7200
9242,4551550,24,3696,8,8,7200
9243,4551810,14,3033,8,8,7200
9244,4551912,17,4115,8,8,7200
9245,4552732,23,84,10,10,1800
9246,4553086,16,3104,1,1,39600
9247,4553097,39,6890,400,400,14400
9248,4553661,59,83,8,8,3600
9249,4553669,15,3944,8,8,7200
9250,4553751,24,82,8,8,1800
9251,4553807,20,3369,128,128,3600
9252,4554015,16,155,1,1,43200
9253,4554025,24,3381,8,8,3600
9254,4554046,34,127,1,1,36000
9255,4554560,14,427,1,1,86400
9256,4554702,17,462,1,1,43200
9257,4554717,21,586,8,8,7200
9258,4554731,24,694,8,8,7200
9259,4554813,16,2997,11,11,600
9260,4554934,21,29,1,1,1740
9261,4554989,38,7121,400,400,14400
9262,4555129,26,169,1024,1024,1800
9263,4555219,24,3671,8,8,7200
9264,4555295,50,104,8,8,3600
9265,4555342,27,134,1,1,32400
9266,4555413,111,1041,128,128,3600
9267,4555414,54,124,8,8,1800
9268,4555529,32,175,1,1,21600
9269,4555562,36,43282,384,384,43200
9270,4555691,72,21665,1,1,32340
9271,4555880,63,136,27,27,1800
9272,4555898,79,696,8,8,7200
9273,4555993,23,4299,1,1,900
9274,4556152,27,3228,4,4,1800
9275,4556709,27,98,128,128,3600
9276,4557196,27,4215,8,8,7200
9277,4557233,35,4206,2,2,129600
9278,4557580,21,3783,8,8,7200
9279,4557773,26,2962,8,8,7200
9280,4557918,25,405,1,1,39600
9281,4557921,258,986,1,1,1320
9282,4557970,26,444,8,8,7200
9283,4558030,25,492,1,1,28800
9284,4558047,34,683,1,1,43200
9285,4558068,41,769,1,1,600
9286,4558549,25,45,1,1,43200
9287,4558791,19,104,2,2,7200
9288,4558825,23,1049,1,1,2400
9289,4558841,41,3626,1,1,39600
9290,4559006,24,1085,27,27,5760
9291,4559351,58,3063,1,1,14400
9292,4559488,16,2591,8,8,7200
9293,4559520,20,7273,1,1,10800
9294,4559642,41,88,1,1,43200
9295,4559814,18,103,27,27,5760
9296,4559826,25,119,1,1,1320
9297,4559971,26,82,1,1,172800
9298,4560152,24,7277,1,1,39600
9299,4560179,14,86,1,1,21600
9300,4560196,16,2519,1,1,900
9301,4560262,58,100,128,128,3600
9302,4560267,74,4472,8,8,7200
9303,4560713,21,3470,1,1,7200
9304,4560735,31,4315,16,16,10800
9305,4560744,73,935,1,1,43200
9306,4560780,96,4222,1,1,39600
9307,4560786,63,94,8,8,1800
9308,4560851,67,683,80,80,3600
9309,4560944,683,234,512,512,1800
9310,4561172,91,86,8,8,1800
9311,4561332,272,3775,1,1,86400
9312,4561481,184,2208,1,1,43200
9313,4561549,97,88,1,1,10800
9314,4561620,63,142,8,8,7200
9315,4561844,43,82,8,8,1800
9316,4561898,24,1877,1,1,72000
9317,4561953,40,7280,1,1,10800
9318,4562105,45,778,1,1,5400
9319,4562313,36,87,8,8,1800
9320,4562374,16,7025,400,400,14400
9321,4562410,28,3484,8,8,7200
9322,4562442,37,4058,1,1,43200
9323,4562565,87,97,8,8,1800
9324,4562623,67,184,8,8,3600
9325,4562704,82,142,8,8,7200
9326,4562732,107,144,128,128,3600
9327,4562820,74,2410,1,1,3600
9328,4562880,75,81,1,1,14400
9329,4563019,43,10858,1,1,10800
9330,4563107,9,14475,2,2,1800
9331,4563197,27,79,8,8,1800
9332,4563640,39,85,11,11,7200
9333,4563808,36,208,8,8,1800
9334,4563946,43,106,128,128,3600
9335,4564037,60,1109,128,128,3600
9336,4564150,27,3893,1,1,14400
9337,4564375,16,1424,81,81,14400
9338,4564442,21,3681,128,128,3600
9339,4564771,16,3988,1,1,1320
9340,4565341,60,4230,8,8,7200
9341,4565531,19,116,128,128,3600
9342,4565559,7,662,1,1,43200
9343,4565874,54,3648,1,1,172800
9344,4566067,26,23355,512,512,43200
9345,4566213,41,3251,1,1,172800
9346,4566251,21,2838,1,1,39600
9347,4566489,52,4626,8,8,7200
9348,4566781,34,1127,1,1,21600
9349,4567805,22,3286,16,16,10800
9350,4567837,1616,7884,1,1,3600
9351,4567898,16,83,1,1,86400
9352,4568015,59,3003,8,8,7200
9353,4568091,348,83,128,128,7200
9354,4568288,41,47,8,8,1800
9355,4568452,23,1156,32,32,3600
9356,4568578,22,1896,8,8,1800
9357,4568586,33,86,1,1,21600
9358,4568694,34,82,1,1,10740
9359,4568722,38,4028,1,1,43200
9360,4568816,19,81,1,1,1740
9361,4568917,6,1022,2,2,7200
9362,4569021,394,333,128,128,1800
9363,4569039,96,83,8,8,1800
9364,4569280,16,83,1,1,1800
9365,4569405,69,1856,16,16,10800
9366,4569506,36,3156,8,8,7200
9367,4569574,27,3904,1,1,39600
9368,4569748,36,104,1,1,172800
9369,4569792,32,6438,1,1,39600
9370,4569880,67,341,1,1,14400
9371,4569988,15,3699,1,1,39600
9372,4570070,40,87,1,1,43200
9373,4570235,24,4376,1,1,43200
9374,4570310,39,90,8,8,1800
9375,4570423,44,3545,16,16,10800
9376,4570537,38,82,1,1,3600
9377,4570676,51,102,1,1,600
9378,4571010,34,3058,8,8,7200
9379,4571114,56,3672,8,8,7200
9380,4571186,25,7064,400,400,14400
9381,4571281,70,700,80,80,3600
9382,4571540,37,115,8,8,7200
9383,4571549,60,100,1,1,172800
9384,4571610,18,117,1,1,39600
9385,4572021,36,381,64,64,3600
9386,4572094,21,1861,80,80,3600
9387,4572412,33,85,1,1,10800
9388,4572532,25,88,16,16,7200
9389,4572646,26,3155,1,1,43200
9390,4572745,16,4079,8,8,7200
9391,4572899,25,98,16,16,7200
9392,4572959,17,2940,1,1,39600
9393,4573078,25,119,128,128,3600
9394,4573436,38,263,128,128,1800
9395,4573444,81,3903,1,1,39600
9396,4573957,62,669,1,1,39600
9397,4574048,26,3026,8,8,7200
9398,4574067,42,319,1,1,1920
9399,4574232,36,810,1,1,43200
9400,4574236,92,253,384,384,3600
9401,4574430,178,3884,1,1,172800
9402,4574794,51,3610,1,1,600
9403,4574969,64,4431,1,1,172800
9404,4575117,59,86,16,16,7200
9405,4575218,324,101,1,1,39600
9406,4575666,24,4804,8,8,7200
9407,4575779,20,3611,1,1,43200
9408,4575813,39,101,1,1,39600
9409,4575845,25,122,1,1,4500
9410,4576071,18,2458,1,1,39600
9411,4576429,511,1264,128,128,1800
9412,4576768,37,4020,8,8,7200
9413,4577053,322,4268,256,256,5400
9414,4577054,18,4518,1,1,21600
9415,4577055,397,4263,256,256,5400
9416,4577065,6993,4193,256,256,5400
9417,4577071,11314,2803,1,1,39600
9418,4577082,14133,2837,256,256,5400
9419,4577085,1141,4198,256,256,5400
9420,4577101,7016,4242,1,1,259200
9421,4577106,12401,3855,2,2,7200
9422,4577120,16268,2960,256,256,5400
9423,4577325,75,100,16,16,3600
9424,4577381,52,3851,8,8,7200
9425,4577597,685,14466,400,400,14400
9426,4577664,23,13428,1,1,39600
9427,4577919,24,1357,1,1,39600
9428,4578046,162,85,11,11,1800
9429,4578258,4536,1224,912,912,3600
9430,4578366,24,3685,1,1,39600
9431,4578406,20,3666,8,8,7200
9432,4578475,54,165,8,8,7200
9433,4578534,3116,4029,256,256,5400
9434,4578548,43,210,1,1,39600
9435,4578603,38,551,1,1,1740
9436,4579220,216,181,8,8,7200
9437,4579323,2399,2560,80,80,3600
9438,4579329,3642,8676,24,24,14400
9439,4579367,214,3063,8,8,7200
9440,4579579,3335,2237,1,1,39600
9441,4580163,3932,7166,400,400,14400
9442,4580440,2508,4243,8,8,7200
9443,4580776,2569,4121,8,8,7200
9444,4581249,2140,3916,1,1,1800
9445,4581555,2062,3021,8,8,7200
9446,4581879,767,1654,1,1,43200
9447,4582010,1630,4053,8,8,7200
9448,4582334,941,86,1,1,86400
9449,4582598,1115,3753,8,8,7200
9450,4583783,207,215,1,1,1800
9451,4584058,78,106,2,2,14400
9452,4584225,98,3675,8,8,3600
9453,4584577,59,83,1,1,1800
9454,4585060,40,88,8,8,1800
9455,4585189,38,792,16,16,10800
9456,4585389,38,520,30,30,3600
9457,4585685,50,5306,1,1,43200
9458,4585900,19,8279,16,16,10800
9459,4586026,32,7250,16,16,10800
9460,4586255,42,104,1,1,172800
9461,4586426,18,561,1,1,39600
9462,4586519,36,1023,8,8,1800
9463,4586590,19,3970,1,1,300
9464,4586621,1655,3021,1,1,172800
9465,4587007,43,606,1,1,39600
9466,4587156,56,4305,8,8,7200
9467,4587237,29,4031,8,8,7200
9468,4587411,62,4063,2,2,5400
9469,4587416,21,4194,8,8,7200
9470,4587619,39,4025,8,8,7200
9471,4588180,23,3679,30,30,3600
9472,4588433,1041,286,1,1,14400
9473,4590132,61,330,1,1,43200
9474,4590529,18,3175,1,1,57600
9475,4591216,54,777,1,1,259200
9476,4591234,85,4007,8,8,7200
9477,4591409,40,380,128,128,1800
9478,4591426,55,2895,256,256,5400
9479,4591466,42,1366,1,1,86400
9480,4591500,77,4372,1,1,7140
9481,4591500,41,7158,1,1,43200
9482,4591501,98,3330,8,8,7200
9483,4591577,54,4278,8,8,7200
9484,4591647,57,3931,8,8,7200
9485,4592174,25,118,1,1,43200
9486,4592783,25,3899,1,1,900
9487,4592808,33,1901,1,1,43200
9488,4592914,40,3431,5,5,3600
9489,4592918,17,101,32,32,1800
9490,4592928,44,3918,256,256,5400
9491,4593425,16,7805,1,1,21600
9492,4593667,26,2906,8,8,7200
9493,4593942,42,103,32,32,1800
9494,4594279,15,123,1,1,7200
9495,4594511,39,1870,32,32,1800
9496,4594884,27,3007,1,1,43200
9497,4595274,26,3912,8,8,7200
9498,4595589,28,3613,1,1,172800
9499,4595865,14,3951,1,1,72000
9500,4595897,71,4076,1,1,5400
9501,4596549,24,2968,8,8,7200
9502,4596858,53,3683,8,8,3600
9503,4597863,58,3365,1,1,21600
9504,4598598,71,83,8,8,1800
9505,4598862,47,86,8,8,1800
9506,4598901,26,7247,2,2,1800
9507,4599148,35,3578,1,1,39600
9508,4599158,81,4516,1,1,43200
9509,4599216,233,92,16,16,1800
9510,4599217,296,118,16,16,1800
9511,4599218,346,103,1,1,3600
9512,4599219,381,120,16,16,1800
9513,4599220,418,100,1,1,72000
9514,4599221,467,1336,16,16,1800
9515,4599221,524,1883,16,16,1800
9516,4599222,52,393,1,1,43200
9517,4599231,80,1098,32,32,1800
9518,4599231,100,982,32,32,1800
9519,4599232,117,81,32,32,1800
9520,4599233,134,119,32,32,1800
9521,4599234,151,120,32,32,1800
9522,4599235,167,84,59,59,7140
9523,4599345,420,106,8,8,1800
9524,4599493,289,3733,8,8,7200
9525,4599781,20,4245,1,1,7200
9526,4599831,68,287,1,1,21600
9527,4599832,86,933,1,1,43200
9528,4599833,106,820,1,1,5400
9529,4599833,142,730,27,27,6540
9530,4599834,41,402,3,3,14400
9531,4599835,162,895,8,8,1800
9532,4599836,376,1885,8,8,1800
9533,4599995,21,5008,1,1,39600
9534,4600669,39,87,8,8,1800
9535,4600835,59,94,8,8,1800
9536,4601043,42,87,1,1,172800
9537,4601178,36,92,1,1,10800
9538,4601213,41,2975,1,1,1200
9539,4601419,20,81,8,8,1800
9540,4601450,3430,7122,1,1,39600
9541,4601491,33,104,8,8,1800
